s_no,route-collected,name,type,departure_time,arrival_time,duration,price,seats_available,rating
699,Kadapa to Bangalore,INDHU BUS,Non A/C Seater / Sleeper (2+1),22:55,05:40,06h 45m,399,24,3.5
700,Kadapa to Bangalore,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:00,05:00,06h 00m,450,38,4.4
701,Kadapa to Bangalore,HARITHA TRAVELS,Non A/C Seater / Sleeper (2+1),23:00,05:25,06h 25m,399,35,3.8
702,Kadapa to Bangalore,Indu Travels,A/C Sleeper (2+1),23:00,05:00,06h 00m,760,22,3.7
703,Kadapa to Bangalore,Maheswari Travels,Non A/C Seater / Sleeper (2+1),23:00,05:50,06h 50m,399,28,4.4
704,Kadapa to Bangalore,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:10,06:00,06h 50m,500,20,3.2
705,Kadapa to Bangalore,AR & BCVR Travels,A/C Sleeper (2+1),23:15,05:30,06h 15m,900,13,4.4
706,Kadapa to Bangalore,CGR Travels,Non A/C Seater / Sleeper (2+1),23:15,06:00,06h 45m,350,6,3.5
707,Kadapa to Bangalore,Indu Travels,Non A/C Seater / Sleeper (2+1),23:15,05:00,05h 45m,380,25,3.5
708,Kadapa to Bangalore,Indu Travels,Non A/C Seater / Sleeper (2+1),23:15,05:00,05h 45m,380,23,3.7
709,Kadapa to Bangalore,Indu Travels,Non A/C Seater / Sleeper (2+1),23:15,05:00,05h 45m,380,31,3.6
710,Kadapa to Bangalore,CGR Travels,Non A/C Seater / Sleeper (2+1),23:15,07:20,08h 05m,400,15,3.9
711,Kadapa to Bangalore,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:30,05:30,06h 00m,400,40,4.4
712,Kadapa to Bangalore,Abhishek Bus,A/C Sleeper (2+1),23:40,04:55,05h 15m,799,22,3.5
713,Kadapa to Bangalore,BHAIRAVA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),23:45,06:30,06h 45m,399,27,4
714,Kadapa to Bangalore,Sri Vengamamba Bus Transport(SVBT),Non A/C Seater / Sleeper (2+1),23:45,05:00,05h 15m,500,24,3.3
715,Kadapa to Bangalore,Royal Voyage Travels (RVT),A/C Seater / Sleeper (2+1),23:50,06:10,06h 20m,550,20,4.2
716,Kadapa to Bangalore,Giridhar Tours and Travels,A/C Seater/Sleeper (2+1),23:51,05:40,05h 49m,650,25,4
717,Kadapa to Bangalore,Sri Shrinivasa Bus Transport (SSBT),Non A/C Seater / Sleeper (2+1),23:55,05:20,05h 25m,499,19,3.9
718,Kadapa to Bangalore,Sri Vengamamba Bus Transport(SVBT),Non A/C Seater / Sleeper (2+1),23:58,07:30,07h 32m,500,24,4.7
719,Kadapa to Bangalore,SLNS Travels,A/C Sleeper (2+1),23:59,07:00,07h 01m,700,17,3.4
720,Kadapa to Bangalore,V Kaveri Travels,A/C Sleeper (2+1),23:59,06:30,06h 31m,800,14,3.7
721,Kadapa to Bangalore,Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),23:59,05:45,05h 46m,500,20,4.6
722,Kadapa to Bangalore,Sri Vengamamba Bus Transport(SVBT),A/C Sleeper (2+1),23:59,06:00,06h 01m,900,16,3.8
723,Kadapa to Bangalore,Giridhar Tours and Travels,Non A/C Seater / Sleeper (2+1),23:59,07:00,07h 01m,620,14,4
724,Kadapa to Bangalore,Sri Shrinivasa Bus Transport (SSBT),Non A/C Seater / Sleeper (2+1),23:59,05:30,05h 31m,499,29,3.9
725,Kadapa to Bangalore,SUVARNAMUKHI TRAVELS,NON A/C Seater (2+3),21:45,04:30,06h 45m,300,8,2.8
726,Kadapa to Bangalore,S R Travels,NON A/C Sleeper (2+1),22:20,05:30,07h 10m,750,8,2.6
727,Kadapa to Bangalore,Ahobila Travels,Non A/C Seater / Sleeper (2+1),23:10,05:30,06h 20m,399,36,1.8
728,Kadapa to Bangalore,SLC Road Lines,Non A/C Seater / Sleeper (2+1),23:25,08:00,08h 35m,750,35,2.2
729,Kadapa to Bangalore,SLC Road Lines,A/C Sleeper (2+1),23:40,05:10,05h 30m,990,25,2.2
730,Kadapa to Bangalore,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),23:55,05:00,05h 05m,500,24,2.8
731,Kadapa to Bangalore,Abhishek Bus,Scania Multi-Axle AC Semi Sleeper (2+2),22:05,06:20,08h 15m,2000,48,3.5
732,Kadapa to Bangalore,Harikrishna Travels,Non A/C Seater / Sleeper (2+1),23:50,05:30,05h 40m,4999,32,3.4
733,Kadapa to Bangalore,Harikrishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),23:50,05:30,05h 40m,4999,29,3.4
734,Kadapa to Bangalore,Golden Travels,A/C Seater / Sleeper (2+1),23:55,05:40,05h 45m,5000,1,3
735,Anantapur (andhra pradesh) to Bangalore,APSRTC - 6969,Super Luxury (Non AC Seater 2+2 Push Back),15:15,19:15,04h 00m,340,32,3.1
736,Anantapur (andhra pradesh) to Bangalore,APSRTC - 52935,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",15:45,20:45,05h 00m,307,35,3.1
737,Anantapur (andhra pradesh) to Bangalore,APSRTC - 52267,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",16:15,21:15,05h 00m,307,35,3.2
738,Anantapur (andhra pradesh) to Bangalore,APSRTC - 6745,Super Luxury (Non AC Seater 2+2 Push Back),17:00,21:25,04h 25m,340,30,3.1
739,Anantapur (andhra pradesh) to Bangalore,APSRTC - 52269,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",17:30,22:30,05h 00m,307,33,2.9
740,Anantapur (andhra pradesh) to Bangalore,APSRTC - 52937,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:45,02:45,05h 00m,307,37,4.5
741,Anantapur (andhra pradesh) to Bangalore,APSRTC - 6985,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:30,03:30,05h 00m,307,30,4.3
742,Anantapur (andhra pradesh) to Bangalore,APSRTC - 6781,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:45,03:30,04h 45m,307,18,4.5
743,Anantapur (andhra pradesh) to Bangalore,APSRTC - 6960,Super Luxury (Non AC Seater 2+2 Push Back),23:15,03:05,03h 50m,340,27,4.3
744,Anantapur (andhra pradesh) to Bangalore,APSRTC - 6703,Super Luxury (Non AC Seater 2+2 Push Back),23:45,03:35,03h 50m,340,17,3.8
745,Anantapur (andhra pradesh) to Bangalore,APSRTC - 6962,Super Luxury (Non AC Seater 2+2 Push Back),23:58,03:50,03h 52m,340,24,3.7
746,Anantapur (andhra pradesh) to Bangalore,APSRTC - 6986,Super Luxury (Non AC Seater 2+2 Push Back),23:59,04:20,04h 21m,340,34,3.6
747,Anantapur (andhra pradesh) to Bangalore,Kallada Travels (Suresh Kallada),Volvo Multi-Axle I-Shift A/C Semi Sleeper (2+2),21:25,00:25,03h 00m,700,33,3.7
748,Anantapur (andhra pradesh) to Bangalore,Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),21:45,01:15,03h 30m,990,24,4.6
749,Anantapur (andhra pradesh) to Bangalore,Orange Tours and Travels Platinum,Volvo Multi-Axle Sleeper A/C (2+1),23:00,02:30,03h 30m,1200,25,4.6
750,Anantapur (andhra pradesh) to Bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:15,01:30,03h 15m,900,16,4.5
751,Anantapur (andhra pradesh) to Bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:35,03:00,03h 25m,900,17,4.4
752,Anantapur (andhra pradesh) to Bangalore,Amala Travels,Non A/C Seater / Sleeper (2+1),23:40,05:30,05h 50m,600,29,0
753,Anantapur (andhra pradesh) to Bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),20:05,23:40,03h 35m,1100,2,4.3
754,Anantapur (andhra pradesh) to Bangalore,YAS TOURS AND TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),22:10,01:15,03h 05m,700,29,3.6
755,Anantapur (andhra pradesh) to Bangalore,Dream Line Travels Pvt Ltd,VE A/C Sleeper (2+1),04:20,09:15,04h 55m,789,5,3.6
756,Anantapur (andhra pradesh) to Bangalore,YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),23:05,02:30,03h 25m,900,23,3.4
757,Anantapur (andhra pradesh) to Bangalore,OVR Travels,NON A/C Sleeper (2+1),23:40,05:30,05h 50m,850,22,2.5
758,Anantapur (andhra pradesh) to Bangalore,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),23:30,02:30,03h 00m,1400,15,4.5
759,Anantapur (andhra pradesh) to Bangalore,Delta Transports Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),00:10,03:40,03h 30m,1800,36,4.4
760,Anantapur (andhra pradesh) to Bangalore,YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:00,01:25,03h 25m,900,18,3.9
761,Anantapur (andhra pradesh) to Bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:45,03:00,03h 15m,800,10,3.8
762,Anantapur (andhra pradesh) to Bangalore,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),23:00,03:00,04h 00m,1614,16,3.3
763,Anantapur (andhra pradesh) to Bangalore,OVR Travels,Non A/C Seater / Sleeper (2+1),23:40,05:30,05h 50m,650,52,2.2
764,Anantapur (andhra pradesh) to Bangalore,Northern Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:00,21:30,03h 30m,600,24,1.6
765,Anantapur (andhra pradesh) to Bangalore,Dream Line Travels Pvt Ltd,VE A/C Sleeper (2+1),04:20,10:00,05h 40m,2518,1,3.6
766,Tirupati to Bangalore,APSRTC - 5452,Super Luxury (Non AC Seater 2+2 Push Back),15:00,21:00,06h 00m,398,34,4.4
767,Tirupati to Bangalore,APSRTC - 9774,Super Luxury (Non AC Seater 2+2 Push Back),15:00,19:50,04h 50m,398,28,2.2
768,Tirupati to Bangalore,APSRTC - 9049,Express(Non AC Seater),15:20,20:40,05h 20m,280,38,4.1
769,Tirupati to Bangalore,APSRTC - 5518,SAPTAGIRI EXPRESS,17:00,23:00,06h 00m,314,44,3.6
770,Tirupati to Bangalore,APSRTC - 9003,Express(Non AC Seater),18:00,00:25,06h 25m,294,46,2.2
771,Tirupati to Bangalore,APSRTC - 9041,Express(Non AC Seater),19:00,01:25,06h 25m,294,46,3.8
772,Tirupati to Bangalore,APSRTC - 9061,Express(Non AC Seater),19:45,01:10,05h 25m,280,41,2.8
773,Tirupati to Bangalore,APSRTC - 5524,Express(Non AC Seater),20:45,02:55,06h 10m,280,44,3
774,Tirupati to Bangalore,APSRTC - 9080,Express(Non AC Seater),21:15,02:40,05h 25m,280,42,4.3
775,Tirupati to Bangalore,APSRTC - 3764,Super Luxury (Non AC Seater 2+2 Push Back),21:30,02:20,04h 50m,398,26,2.8
776,Tirupati to Bangalore,APSRTC - 5504,SAPTAGIRI EXPRESS,21:45,03:45,06h 00m,284,44,4.5
777,Tirupati to Bangalore,APSRTC - 5620,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:15,04:15,06h 00m,362,32,3.3
778,Tirupati to Bangalore,APSRTC - 5314,Super Luxury (Non AC Seater 2+2 Push Back),22:30,04:00,05h 30m,399,33,2.9
779,Tirupati to Bangalore,APSRTC - 5528,Super Luxury (Non AC Seater 2+2 Push Back),22:30,04:30,06h 00m,425,28,4.5
780,Tirupati to Bangalore,APSRTC - 3878,Super Luxury (Non AC Seater 2+2 Push Back),22:45,03:15,04h 30m,398,31,2.4
781,Tirupati to Bangalore,APSRTC - 5087,Super Luxury (Non AC Seater 2+2 Push Back),23:00,03:15,04h 15m,398,33,2.5
782,Tirupati to Bangalore,APSRTC - 47151,INDRA(A.C. Seater),23:00,04:00,05h 00m,506,37,4.1
783,Tirupati to Bangalore,APSRTC - 5450,Super Luxury (Non AC Seater 2+2 Push Back),23:00,05:00,06h 00m,398,33,4.4
784,Tirupati to Bangalore,APSRTC - 5626,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:15,05:15,06h 00m,362,37,3.7
785,Tirupati to Bangalore,APSRTC - 5089,Super Luxury (Non AC Seater 2+2 Push Back),23:30,03:15,03h 45m,398,33,2.6
786,Tirupati to Bangalore,APSRTC - 5454,Super Luxury (Non AC Seater 2+2 Push Back),23:30,05:30,06h 00m,398,31,4.2
787,Tirupati to Bangalore,APSRTC - 5118,Super Luxury (Non AC Seater 2+2 Push Back),23:50,04:20,04h 30m,399,25,3.7
788,Tirupati to Bangalore,APSRTC - 5532,Super Luxury (Non AC Seater 2+2 Push Back),23:55,05:55,06h 00m,398,33,4.2
789,Tirupati to Bangalore,NueGo,Electric A/C Seater (2+2),15:00,21:45,06h 45m,333,25,4.1
790,Tirupati to Bangalore,FRESHBUS,Electric A/C Seater (2+2),16:00,22:20,06h 20m,450,20,4.6
791,Tirupati to Bangalore,NueGo,Electric A/C Seater (2+2),18:00,00:10,06h 10m,314,25,4.1
792,Tirupati to Bangalore,NueGo,Electric A/C Seater (2+2),19:30,01:40,06h 10m,297,37,4
793,Tirupati to Bangalore,NueGo,Electric A/C Seater (2+2),22:00,04:10,06h 10m,314,30,4.2
794,Tirupati to Bangalore,FRESHBUS,Electric A/C Seater (2+2),22:00,03:40,05h 40m,450,39,4.5
795,Tirupati to Bangalore,Varsha Travels,A/C Sleeper (2+1),22:30,05:30,07h 00m,699,26,3
796,Tirupati to Bangalore,RK Travels,Non A/C Seater / Sleeper (2+1),22:30,04:20,05h 50m,399,27,3.6
797,Tirupati to Bangalore,RCV Travels,A/C Seater / Sleeper (2+1),22:49,04:00,05h 11m,398,20,4.8
798,Tirupati to Bangalore,FRESHBUS,Electric A/C Seater (2+2),22:50,04:45,05h 55m,450,37,4.6
799,Tirupati to Bangalore,RK Travels,Non A/C Seater / Sleeper (2+1),22:50,06:00,07h 10m,399,25,3.6
800,Tirupati to Bangalore,RK Travels,Non A/C Seater / Sleeper (2+1),23:00,05:15,06h 15m,399,34,3.3
801,Tirupati to Bangalore,RK Travels,NON A/C Seater (2+2),23:00,05:10,06h 10m,699,28,3.3
802,Tirupati to Bangalore,GreenLine Travels And Holidays,NON A/C Sleeper (2+1),23:00,04:30,05h 30m,660,23,4
803,Tirupati to Bangalore,NueGo,Electric A/C Seater (2+2),23:00,05:10,06h 10m,314,28,4.1
804,Tirupati to Bangalore,CHOPPA TRAVELS,A/C Sleeper (2+1),23:05,05:30,06h 25m,699,11,4.3
805,Tirupati to Bangalore,MRS TRAVELS,A/C Sleeper (2+1),23:15,05:00,05h 45m,660,19,4.4
806,Tirupati to Bangalore,BSRM Travels,Non A/C Seater / Sleeper (2+1),23:25,05:25,06h 00m,399,15,4.6
807,Tirupati to Bangalore,CHOPPA TRAVELS,NON A/C Sleeper (2+1),23:30,05:00,05h 30m,699,15,4.9
808,Tirupati to Bangalore,RK Travels,A/C Seater / Sleeper (2+1),23:30,06:00,06h 30m,499,25,3.3
809,Tirupati to Bangalore,Rajesh Transports,A/C Seater / Sleeper (2+1),23:36,06:00,06h 24m,550,32,3.9
810,Tirupati to Bangalore,Abhishek Bus,Scania Multi-Axle AC Semi Sleeper (2+2),23:40,05:00,05h 20m,449,30,4.2
811,Tirupati to Bangalore,FRESHBUS,Electric A/C Seater (2+2),23:50,05:45,05h 55m,450,33,4.5
812,Tirupati to Bangalore,RK Travels,Non A/C Seater / Sleeper (2+1),23:50,06:20,06h 30m,499,31,3.9
813,Tirupati to Bangalore,NueGo,Electric A/C Seater (2+2),23:50,06:00,06h 10m,314,30,4
814,Tirupati to Bangalore,RKT Tours and Travels,A/C Sleeper (2+1),23:55,06:10,06h 15m,440,22,3.8
815,Tirupati to Bangalore,Khushi Tourist,A/C Sleeper (2+1),23:55,05:00,05h 05m,600,13,4.6
816,Tirupati to Bangalore,VEGA BUS,A/C Seater / Sleeper (2+1),23:55,04:10,04h 15m,399,22,3.8
817,Tirupati to Bangalore,Go Tour Travels and Holidays,A/C Sleeper (2+1),23:55,05:30,05h 35m,660,13,3.8
818,Tirupati to Bangalore,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),23:55,05:30,05h 35m,400,9,3.9
819,Tirupati to Bangalore,SRI RATAN TATA EXPRESS,A/C Sleeper (2+1),23:59,05:30,05h 31m,618,22,3.3
820,Tirupati to Bangalore,METRO LINES TRAVELS,NON A/C Seater/ Sleeper (2+1),23:59,04:45,04h 46m,348,23,3.6
821,Tirupati to Bangalore,LUCKY TRAVELS,NON A/C Sleeper (2+1),23:59,05:10,05h 11m,649,1,3.6
822,Tirupati to Bangalore,AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),23:59,05:30,05h 31m,499,20,3
823,Tirupati to Bangalore,Vihari Travels ,NON A/C Sleeper (2+1),23:59,07:10,07h 11m,475,12,3.1
824,Tirupati to Bangalore,AGR Travels,A/C Sleeper (2+1),00:30,06:10,05h 40m,449,26,3.2
825,Tirupati to Bangalore,Dream Line Travels Pvt Ltd,A/C Sleeper (2+1),00:30,05:15,04h 45m,627,11,3.4
826,Tirupati to Bangalore,GreenLine Travels And Holidays,Non A/C Seater / Sleeper (2+1),00:30,06:30,06h 00m,530,33,3.2
827,Tirupati to Bangalore,Jabbar Travels,NON A/C Sleeper (2+1),00:30,05:30,05h 00m,400,24,3.6
828,Tirupati to Bangalore,Sri Vinayaka Travels,A/C Seater / Sleeper (2+1),00:45,05:30,04h 45m,499,31,4.4
829,Tirupati to Bangalore,Jabbar Travels,A/C Sleeper (2+1),01:15,06:00,04h 45m,438,10,4.5
830,Tirupati to Bangalore,Varsha Travels,A/C Sleeper (2+1),14:30,19:30,05h 00m,599,11,1.9
831,Tirupati to Bangalore,Varsha Travels,A/C Sleeper (2+1),15:45,20:10,04h 25m,1999,36,2.6
832,Tirupati to Bangalore,Rapid Travels,NON A/C Sleeper (2+1),23:50,06:00,06h 10m,499,15,2.8
833,Tirupati to Bangalore,SRS Travels,Non A/C Seater / Sleeper (2+1),23:55,06:15,06h 20m,499,32,1
834,Tirupati to Bangalore,Rajeswari Travels,Non A/C Seater / Sleeper (2+1),23:55,05:30,05h 35m,500,18,2.4
835,Tirupati to Bangalore,Simhapuri Travels,NON A/C Sleeper (2+1),23:59,05:30,05h 31m,499,1,1.9
836,Tirupati to Bangalore,Bharathi Travels,Non A/C Seater / Sleeper (2+1),23:59,05:35,05h 36m,349,30,2.1
837,Tirupati to Bangalore,KTC Travels,Non A/C Seater / Sleeper (2+1),23:59,06:00,06h 01m,400,29,2.4
838,Tirupati to Bangalore,Rapid Travels,NON A/C Sleeper (2+1),23:59,05:30,05h 31m,499,19,2.4
839,Tirupati to Bangalore,JTS Tours and Travels,A/C Sleeper (2+1),23:59,05:00,05h 01m,540,18,2.3
840,Tirupati to Bangalore,GKT TRAVELS,A/C Seater / Sleeper (2+1),23:59,04:45,04h 46m,474,32,2.9
841,Tirupati to Bangalore,NAS Travels,A/C Sleeper (2+1),01:00,07:00,06h 00m,635,19,0
842,Tirupati to Bangalore,Svkdt travels,A/C Sleeper (2+1),04:30,09:37,05h 07m,621,24,1.7
843,Tirupati to Bangalore,GreenLine Travels And Holidays,A/C Sleeper (2+1),23:15,05:00,05h 45m,820,22,4.5
844,Tirupati to Bangalore,GreenLine Travels And Holidays,A/C Sleeper (2+1),23:45,05:15,05h 30m,900,24,4.5
845,Tirupati to Bangalore,Abhishek Bus,A/C Sleeper (2+1),23:55,05:25,05h 30m,1049,15,3.1
846,Tirupati to Bangalore,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),23:59,05:30,05h 31m,1080,23,3.7
847,Tirupati to Bangalore,GRV Yatrikha LLP,Scania AC Multi Axle Sleeper (2+1),23:59,05:30,05h 31m,799,11,3.4
848,Tirupati to Bangalore,Green Line Travels And Holidays Premium Business Class,VE Executive A/C Sleeper (1+1),23:59,05:30,05h 31m,1249,16,3.8
849,Tirupati to Bangalore,Sai Balaji Travels,A/C Sleeper (2+1),01:00,05:35,04h 35m,3999,34,3.7
850,Tirupati to Bangalore,KGN and NR TRAVELS,Volvo Multi Axle B9R A/C Sleeper (2+1),23:30,05:45,06h 15m,1500,33,2.9
851,Tirupati to Bangalore,GEETHA TRAVELS,A/C Sleeper (2+1),23:30,05:00,05h 30m,4000,32,1.3
852,Tirupati to Bangalore,GreenLine Travels And Holidays,VE A/C Sleeper (2+1),00:15,06:00,05h 45m,900,13,2.7
853,Visakhapatnam to Vijayawada,APSRTC - 3375,Super Luxury (Non AC Seater 2+2 Push Back),15:15,00:30,09h 15m,605,33,3.7
854,Visakhapatnam to Vijayawada,APSRTC - 3456,INDRA(A.C. Seater),15:30,00:30,09h 00m,732,31,3.9
855,Visakhapatnam to Vijayawada,APSRTC - 3355,NIGHT RIDER (SEATER CUM SLEEPER),15:30,00:30,09h 00m,825,30,3.8
856,Visakhapatnam to Vijayawada,APSRTC - 9478,Super Luxury (Non AC Seater 2+2 Push Back),15:45,00:04,08h 19m,574,33,4.3
857,Visakhapatnam to Vijayawada,APSRTC - 3383,Super Luxury (Non AC Seater 2+2 Push Back),16:00,03:15,11h 15m,605,33,3.7
858,Visakhapatnam to Vijayawada,APSRTC - 3365,Super Luxury (Non AC Seater 2+2 Push Back),16:15,02:25,10h 10m,605,33,3.7
859,Visakhapatnam to Vijayawada,APSRTC - 9459,Super Luxury (Non AC Seater 2+2 Push Back),16:30,01:15,08h 45m,605,34,3.7
860,Visakhapatnam to Vijayawada,APSRTC - 4376,Super Luxury (Non AC Seater 2+2 Push Back),17:00,02:10,09h 10m,605,33,1.2
861,Visakhapatnam to Vijayawada,APSRTC - 47745,INDRA(A.C. Seater),17:00,01:00,08h 00m,732,28,4.3
862,Visakhapatnam to Vijayawada,APSRTC - 5205,Super Luxury (Non AC Seater 2+2 Push Back),17:30,02:30,09h 00m,605,33,3.7
863,Visakhapatnam to Vijayawada,APSRTC - 3357,Super Luxury (Non AC Seater 2+2 Push Back),17:30,03:25,09h 55m,605,33,3.7
864,Visakhapatnam to Vijayawada,APSRTC - 4378,Super Luxury (Non AC Seater 2+2 Push Back),18:00,02:54,08h 54m,605,33,3.7
865,Visakhapatnam to Vijayawada,APSRTC - 9367,Super Luxury (Non AC Seater 2+2 Push Back),18:15,01:34,07h 19m,574,34,3.7
866,Visakhapatnam to Vijayawada,APSRTC - 3773,Super Luxury (Non AC Seater 2+2 Push Back),18:30,02:05,07h 35m,605,27,3.5
867,Visakhapatnam to Vijayawada,APSRTC - 3088,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:34,04:30,09h 56m,605,34,4.3
868,Visakhapatnam to Vijayawada,APSRTC - 3435,Super Luxury (Non AC Seater 2+2 Push Back),18:45,04:00,09h 15m,605,33,3.3
869,Visakhapatnam to Vijayawada,APSRTC - 3359,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:45,03:30,08h 45m,929,39,4.9
870,Visakhapatnam to Vijayawada,APSRTC - 9201,Super Luxury (Non AC Seater 2+2 Push Back),19:00,03:30,08h 30m,605,31,4.3
871,Visakhapatnam to Vijayawada,APSRTC - 3066,Super Luxury (Non AC Seater 2+2 Push Back),19:05,04:45,09h 40m,605,33,3.7
872,Visakhapatnam to Vijayawada,APSRTC - 46391,Super Luxury (Non AC Seater 2+2 Push Back),19:15,03:45,08h 30m,605,33,3
873,Visakhapatnam to Vijayawada,APSRTC - 5048,Super Luxury (Non AC Seater 2+2 Push Back),19:45,04:15,08h 30m,605,33,3.7
874,Visakhapatnam to Vijayawada,APSRTC - 3445,Super Luxury (Non AC Seater 2+2 Push Back),19:45,05:00,09h 15m,605,33,3.4
875,Visakhapatnam to Vijayawada,APSRTC - 3485,Super Luxury (Non AC Seater 2+2 Push Back),20:25,05:40,09h 15m,605,33,3.4
876,Visakhapatnam to Vijayawada,APSRTC - 4275,Super Luxury (Non AC Seater 2+2 Push Back),20:30,04:25,07h 55m,605,26,3.5
877,Visakhapatnam to Vijayawada,APSRTC - 4344,INDRA(A.C. Seater),20:30,05:30,09h 00m,732,30,4.1
878,Visakhapatnam to Vijayawada,APSRTC - 2924,Super Luxury (Non AC Seater 2+2 Push Back),20:48,06:30,09h 42m,605,31,3.4
879,Visakhapatnam to Vijayawada,APSRTC - 4626,Super Luxury (Non AC Seater 2+2 Push Back),21:00,06:15,09h 15m,605,33,4.5
880,Visakhapatnam to Vijayawada,APSRTC - 3008,Super Luxury (Non AC Seater 2+2 Push Back),21:15,06:00,08h 45m,605,23,3.9
881,Visakhapatnam to Vijayawada,APSRTC - 4283,Super Luxury (Non AC Seater 2+2 Push Back),21:20,04:50,07h 30m,605,30,4
882,Visakhapatnam to Vijayawada,APSRTC - 3070,Super Luxury (Non AC Seater 2+2 Push Back),21:27,06:10,08h 43m,605,33,1.5
883,Visakhapatnam to Vijayawada,APSRTC - 3497,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:30,05:00,07h 30m,929,43,4.4
884,Visakhapatnam to Vijayawada,APSRTC - 2983,Super Luxury (Non AC Seater 2+2 Push Back),21:42,07:00,09h 18m,605,29,3.1
885,Visakhapatnam to Vijayawada,APSRTC - 35102,STAR LINER(NON-AC SLEEPER 2+1),21:45,05:00,07h 15m,744,17,3.8
886,Visakhapatnam to Vijayawada,APSRTC - 77200,INDRA(A.C. Seater),22:30,06:00,07h 30m,732,34,4
887,Visakhapatnam to Vijayawada,APSRTC - 3979,Super Luxury (Non AC Seater 2+2 Push Back),22:45,06:05,07h 20m,574,33,3.3
888,Visakhapatnam to Vijayawada,APSRTC - 3939,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:45,06:35,07h 50m,929,40,3.7
889,Visakhapatnam to Vijayawada,APSRTC - 9331,Super Luxury (Non AC Seater 2+2 Push Back),22:45,07:09,08h 24m,605,33,2.7
890,Visakhapatnam to Vijayawada,APSRTC - 3463,Super Luxury (Non AC Seater 2+2 Push Back),23:00,07:00,08h 00m,605,33,3.9
891,Visakhapatnam to Vijayawada,APSRTC - 3016,INDRA(A.C. Seater),23:00,07:00,08h 00m,732,29,4.2
892,Visakhapatnam to Vijayawada,APSRTC - 9497,Super Luxury (Non AC Seater 2+2 Push Back),23:45,07:05,07h 20m,605,33,4.3
893,Visakhapatnam to Vijayawada,APSRTC - 3022,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:50,08:15,08h 25m,579,23,3.7
894,Visakhapatnam to Vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:00,05:50,08h 50m,522,21,4.6
895,Visakhapatnam to Vijayawada,Yolo Bus,A/C Sleeper (2+1),21:31,05:03,07h 32m,600,14,4.5
896,Visakhapatnam to Vijayawada,Svkdt travels,A/C Seater / Sleeper (2+1),22:15,06:15,08h 00m,517,9,4.4
897,Visakhapatnam to Vijayawada,Svkdt travels,A/C Sleeper (2+1),22:20,05:45,07h 25m,643,11,4.4
898,Visakhapatnam to Vijayawada,Svkdt travels,A/C Sleeper (2+1),21:35,05:15,07h 40m,643,16,4.4
899,Visakhapatnam to Vijayawada,Yolo Bus,Bharat Benz A/C Sleeper (2+1),22:01,05:51,07h 50m,690,16,4.3
900,Visakhapatnam to Vijayawada,IntrCity SmartBus,AC Sleeper (2+1),22:00,06:10,08h 10m,701,16,4.3
901,Visakhapatnam to Vijayawada,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),22:20,05:45,07h 25m,629,22,4.7
902,Visakhapatnam to Vijayawada,Svkdt travels,A/C Seater / Sleeper (2+1),21:20,05:15,07h 55m,495,13,4.2
