s_no,route-collected,name,type,departure_time,arrival_time,duration,price,seats_available,rating
8424,Kozhikode to Thrissur,A1 Travels,Bharat Benz A/C Sleeper (2+1),23:30,01:30,02h 00m,1000,29,3.7
8425,Kozhikode to Thrissur,Surya Connect,Volvo A/C Semi Sleeper (2+2),23:55,03:35,03h 40m,630,16,4.3
8426,Kozhikode to Thrissur,Cochin Express,A/C Seater Push Back (2+2),23:55,03:35,03h 40m,700,41,4
8427,Kozhikode to Thrissur,Arya Travels,A/C Sleeper (2+1),23:59,03:15,03h 16m,799,23,3.1
8428,Kozhikode to Thrissur,Cochin Express,A/C Sleeper (2+1),23:59,03:30,03h 31m,807,3,4
8429,Kozhikode to Thrissur,Kalpaka Travels 1,A/C Semi Sleeper (2+2),23:59,03:40,03h 41m,600,36,4
8430,Kozhikode to Thrissur,Kalpaka Travels 1,A/C Sleeper (2+1),23:59,03:45,03h 46m,800,28,4
8431,Kozhikode to Thrissur,Arya Travels,A/C Semi Sleeper (2+2),23:59,03:15,03h 16m,649,40,3.1
8432,Kozhikode to Thrissur,Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:59,03:30,03h 31m,667,27,4
8433,Kozhikode to Thrissur,Arya Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:59,03:45,03h 46m,849,34,3.1
8434,Kozhikode to Thrissur,Arya Travels,Volvo A/C Semi Sleeper (2+2),23:59,03:15,03h 16m,599,20,3.1
8435,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 667,Super Fast Non AC Seater (2+3),16:15,02:30,10h 15m,477,47,3.1
8436,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 862,Super Fast Non AC Seater (2+3),16:20,04:40,12h 20m,502,42,3.1
8437,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 570,Super Deluxe Non AC Seater Air Bus (2+2),16:45,01:45,09h 00m,586,32,3.1
8438,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 1842,Low Floor AC Seater 2+2,17:00,03:10,10h 10m,723,19,3.1
8439,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 431,Super Fast Non AC Seater (2+3),17:15,04:45,11h 30m,515,27,3.1
8440,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 368,AC MULTI AXLE,17:25,03:05,09h 40m,935,35,3.1
8441,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 43,Swift Deluxe Non AC Air Bus (2+2),17:40,03:21,09h 41m,586,12,3.1
8442,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 1845,Low Floor AC Seater 2+2,18:00,04:10,10h 10m,742,18,3.1
8443,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 377,AC MULTI AXLE,18:10,02:49,08h 39m,904,27,3.1
8444,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 47,Swift Deluxe Non AC Air Bus (2+2),18:30,03:52,09h 22m,586,18,3.1
8445,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 2364,Low Floor AC Seater 2+2,19:00,05:10,10h 10m,723,19,3.1
8446,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 49,Swift Deluxe Non AC Air Bus (2+2),19:10,04:20,09h 10m,565,8,3.1
8447,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 425,Super Deluxe Non AC Seater Air Bus (2+2),19:15,04:10,08h 55m,545,13,3.1
8448,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 2686,Super Deluxe Non AC Seater Air Bus (2+2),19:31,06:01,10h 30m,555,21,3.1
8449,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 2383,Low Floor AC Seater 2+2,20:00,06:10,10h 10m,742,21,3.1
8450,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 507,Super Deluxe Non AC Seater Air Bus (2+2),20:00,03:35,07h 35m,565,4,3.1
8451,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 528,Super Deluxe Non AC Seater Air Bus (2+2),20:45,04:40,07h 55m,586,5,3.3
8452,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 1855,Low Floor AC Seater 2+2,21:00,07:00,10h 00m,723,13,3.1
8453,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 1124,Super Deluxe Non AC Seater Air Bus (2+2),21:01,05:45,08h 44m,586,23,2.3
8454,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 45,Swift Deluxe Non AC Air Bus (2+2),21:10,06:13,09h 03m,565,12,3
8455,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 1858,Low Floor AC Seater 2+2,22:00,07:50,09h 50m,742,15,2.4
8456,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 325,Super Fast Non AC Seater (2+3),22:05,08:35,10h 30m,515,32,3.1
8457,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 2366,Low Floor AC Seater 2+2,23:00,09:15,10h 15m,723,19,3.1
8458,Thiruvananthapuram to Kozhikode,KSRTC (Kerala) - 500,Super Deluxe Non AC Seater Air Bus (2+2),23:45,07:25,07h 40m,586,19,3.2
8459,Thiruvananthapuram to Kozhikode,BLM Transports,A/C Sleeper (2+1),20:15,05:00,08h 45m,931,11,4.3
8460,Thiruvananthapuram to Kozhikode,Madhavi Travels,A/C Sleeper (2+1),19:50,04:30,08h 40m,999,3,4.4
8461,Thiruvananthapuram to Kozhikode,A1 Travels,A/C Seater / Sleeper (2+1),21:35,07:00,09h 25m,650,34,3.2
8462,Thiruvananthapuram to Kozhikode,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:30,05:00,08h 30m,800,24,2.9
8463,Thiruvananthapuram to Kozhikode,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),18:01,05:00,10h 59m,1000,19,3
8464,Thiruvananthapuram to Kozhikode,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:15,05:30,09h 15m,800,26,2.9
8465,Thiruvananthapuram to Kozhikode,A1 Travels,Bharat Benz A/C Sleeper (2+1),19:00,04:00,09h 00m,1000,21,2.8
8466,Thiruvananthapuram to Kozhikode,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),16:00,03:51,11h 51m,1000,16,2.2
8467,Thiruvananthapuram to Kozhikode,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),17:15,03:55,10h 40m,849,15,4
8468,Thiruvananthapuram to Kozhikode,A1 Travels,NON A/C Semi Sleeper (2+2),21:00,06:30,09h 30m,550,28,3.4
8469,Thiruvananthapuram to Kozhikode,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:00,06:00,09h 00m,650,22,3.8
8470,Thiruvananthapuram to Kozhikode,Galaxy Tours,A/C Semi Sleeper (2+2),21:00,06:00,09h 00m,700,19,2.7
8471,Thiruvananthapuram to Kozhikode,EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),19:30,04:30,09h 00m,762,27,1.9
8472,Bangalore to Kannur,KSRTC (Kerala) - 136,Swift Deluxe Non AC Air Bus (2+2),20:30,04:25,07h 55m,568,5,3.4
8473,Bangalore to Kannur,KSRTC (Kerala) - 101,Swift Deluxe Non AC Air Bus (2+2),21:16,04:05,06h 49m,548,3,4
8474,Bangalore to Kannur,KSRTC (Kerala) - 98,Swift Deluxe Non AC Air Bus (2+2),21:30,05:45,08h 15m,579,4,3.1
8475,Bangalore to Kannur,MMK Travels,A/C Sleeper (2+1),22:15,05:30,07h 15m,1100,4,4.6
8476,Bangalore to Kannur,NS Transports,A/C Sleeper (2+1),22:15,05:35,07h 20m,1100,3,4.5
8477,Bangalore to Kannur,Kalpaka Travels,A/C Sleeper (2+1),22:10,05:00,06h 50m,1000,5,4.4
8478,Bangalore to Kannur,AdSAAM BUS,Bharat Benz A/C Sleeper (2+1),20:10,04:45,08h 35m,924,6,4.6
8479,Bangalore to Kannur,GOLDEN TRAVEL AGENCIES,NON A/C Sleeper (2+1),22:30,04:45,06h 15m,799,1,4.2
8480,Bangalore to Kannur,NS Transports,Non A/C Seater / Sleeper (2+1),22:00,06:00,08h 00m,800,2,3.9
8481,Bangalore to Kannur,GOLDEN TRAVEL AGENCIES,A/C Sleeper (2+1),21:45,05:25,07h 40m,1099,1,4
8482,Bangalore to Kannur,AdKalpaka Travels,NON A/C Semi Sleeper (2+2),21:30,05:45,08h 15m,700,18,4
8483,Bangalore to Kannur,Ashoka Travel and Logistics,A/C Semi Sleeper (2+2),22:30,05:45,07h 15m,800,8,3.9
8484,Bangalore to Kannur,GOLDEN TRAVEL AGENCIES,Non AC Seater (2+2),22:15,05:00,06h 45m,749,10,3.9
8485,Bangalore to Kannur,NS Transports,NON A/C Sleeper (2+1),22:45,05:20,06h 35m,899,1,4.2
8486,Bangalore to Kannur,Sugama Tourist,A/C Sleeper (2+1),22:00,05:30,07h 30m,850,3,3.8
8487,Bangalore to Kannur,P K Travels,NON A/C Semi Sleeper (2+2),21:45,05:00,07h 15m,799,13,4.1
8488,Bangalore to Kannur,Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),21:45,05:20,07h 35m,700,7,4
8489,Bangalore to Kannur,Ashoka Travel and Logistics,NON A/C Semi Sleeper (2+2),22:00,05:30,07h 30m,700,17,3.5
8490,Bangalore to Kannur,National travels and logistics,Non A/C Seater / Sleeper (2+1),22:40,05:45,07h 05m,649,1,3.5
8491,Bangalore to Kannur,Arya Travels,A/C Sleeper (2+1),19:45,05:10,09h 25m,945,5,3.1
8492,Bangalore to Kannur,Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),22:00,05:00,07h 00m,800,5,4
8493,Bangalore to Kannur,Bharathi Travels,A/C Sleeper (2+1),23:59,08:30,08h 31m,990,7,3
8494,Kozhikode to Kottayam,Sonia Travels,A/C Seater/Sleeper (2+1),23:30,06:25,06h 55m,800,7,4.3
8495,Kozhikode to Kottayam,A1 Travels,A/C Seater / Sleeper (2+1),20:05,03:00,06h 55m,700,15,4
8496,Kozhikode to Kottayam,EMERALD TRAVELS,A/C Sleeper (2+1),21:55,03:30,05h 35m,1100,11,3.2
8497,Kannur to Bangalore,KSRTC (Kerala) - 100,Swift Deluxe Non AC Air Bus (2+2),19:03,02:21,07h 18m,548,27,4.9
8498,Kannur to Bangalore,KSRTC (Kerala) - 1766,Super Deluxe Non AC Seater Air Bus (2+2),20:16,04:41,08h 25m,568,20,4.4
8499,Kannur to Bangalore,KSRTC (Kerala) - 133,Swift Deluxe Non AC Air Bus (2+2),21:00,05:15,08h 15m,568,17,4
8500,Kannur to Bangalore,KSRTC (Kerala) - 99,Swift Deluxe Non AC Air Bus (2+2),21:30,06:00,08h 30m,579,11,3.3
8501,Kannur to Bangalore,MMK Travels,A/C Sleeper (2+1),21:30,06:00,08h 30m,900,16,4.6
8502,Kannur to Bangalore,NS Transports,A/C Sleeper (2+1),21:15,05:30,08h 15m,899,16,4.5
8503,Kannur to Bangalore,Ashoka Travel and Logistics,A/C Sleeper (2+1),21:15,05:30,08h 15m,1000,11,4.5
8504,Kannur to Bangalore,NS Transports,NON A/C Sleeper (2+1),21:45,05:45,08h 00m,749,10,4.2
8505,Kannur to Bangalore,Kalpaka Travels 1,A/C Sleeper (2+1),21:45,05:00,07h 15m,1100,12,4.2
8506,Kannur to Bangalore,NS Transports,Non A/C Seater / Sleeper (2+1),20:30,05:20,08h 50m,649,15,4.1
8507,Kannur to Bangalore,Golden Travels,NON A/C Sleeper (2+1),21:30,05:00,07h 30m,799,15,0
8508,Kannur to Bangalore,Golden Travels,NON A/C Semi Sleeper (2+2),21:15,05:00,07h 45m,719,25,0
8509,Kannur to Bangalore,Golden Travels,A/C Sleeper (2+1),21:45,05:10,07h 25m,899,11,0
8510,Kannur to Bangalore,Ashoka Travel and Logistics,A/C Semi Sleeper (2+2),21:00,05:15,08h 15m,900,26,4.1
8511,Kannur to Bangalore,Ashoka Travel and Logistics,NON A/C Semi Sleeper (2+2),21:30,05:00,07h 30m,800,23,4.1
8512,Kannur to Bangalore,Sugama Tourist,A/C Sleeper (2+1),22:00,05:30,07h 30m,800,19,3.8
8513,Kannur to Bangalore,P K Travels,A/C Seater / Sleeper (2+1),20:45,05:00,08h 15m,750,24,3.5
8514,Kannur to Bangalore,Arya Travels,A/C Sleeper (2+1),21:25,05:30,08h 05m,845,15,3.2
8515,Kannur to Bangalore,P K Travels,NON A/C Semi Sleeper (2+2),20:30,06:15,09h 45m,650,23,3.8
8516,Kannur to Bangalore,SAAM BUS,Bharat Benz A/C Sleeper (2+1),21:40,06:00,08h 20m,739,17,3.8
8517,Kannur to Bangalore,National travels and logistics,Non A/C Seater / Sleeper (2+1),21:15,05:30,08h 15m,445,24,3.2
8518,Kannur to Bangalore,Kalpaka Travels 1,NON A/C Semi Sleeper (2+2),20:45,05:00,08h 15m,800,27,3.4
8519,Kannur to Bangalore,Kalpaka Travels 1,NON A/C Seater/ Sleeper (2+1),21:15,05:00,07h 45m,800,22,3.1
8520,Kannur to Bangalore,Kalpaka Travels 1,NON A/C Seater/ Sleeper (2+1),21:30,05:00,07h 30m,800,23,3
8521,Kannur to Bangalore,Arya Travels,A/C Semi Sleeper (2+2),21:25,05:30,08h 05m,645,17,3.6
8522,Kannur to Bangalore,Bharathi Travels,A/C Sleeper (2+1),20:00,03:30,07h 30m,790,20,3
8523,Kottayam to Kozhikode,KSRTC (Kerala) - 1877,Low Floor AC Seater 2+2,16:30,23:20,06h 50m,475,14,3.3
8524,Kottayam to Kozhikode,KSRTC (Kerala) - 1962,Super Fast Non AC Seater (2+3),17:00,23:59,06h 59m,332,42,3.3
8525,Kottayam to Kozhikode,KSRTC (Kerala) - 542,Super Deluxe Non AC Seater Air Bus (2+2),17:30,01:00,07h 30m,386,8,3.3
8526,Kottayam to Kozhikode,KSRTC (Kerala) - 1703,Super Fast Non AC Seater (2+3),17:40,01:25,07h 45m,341,43,3.3
8527,Kottayam to Kozhikode,KSRTC (Kerala) - 561,Super Deluxe Non AC Seater Air Bus (2+2),18:00,00:50,06h 50m,360,25,3.3
8528,Kottayam to Kozhikode,KSRTC (Kerala) - 125,Super Deluxe Non AC Seater Air Bus (2+2),18:05,23:35,05h 30m,381,31,3.3
8529,Kottayam to Kozhikode,KSRTC (Kerala) - 2131,Super Deluxe Non AC Seater Air Bus (2+2),18:30,01:50,07h 20m,370,20,3.3
8530,Kottayam to Kozhikode,KSRTC (Kerala) - 475,Super Deluxe Non AC Seater Air Bus (2+2),18:45,00:35,05h 50m,381,31,3.3
8531,Kottayam to Kozhikode,KSRTC (Kerala) - 2388,Low Floor AC Seater 2+2,18:50,01:30,06h 40m,475,21,3.3
8532,Kottayam to Kozhikode,KSRTC (Kerala) - 1377,AC MULTI AXLE,19:05,01:10,06h 05m,606,26,1.8
8533,Kottayam to Kozhikode,KSRTC (Kerala) - 1106,SWIFT-HYBRID NON AC SEATER CUM SLEEPER,19:40,02:50,07h 10m,381,19,3.3
8534,Kottayam to Kozhikode,KSRTC (Kerala) - 559,Super Deluxe Non AC Seater Air Bus (2+2),19:46,02:10,06h 24m,381,25,3.3
8535,Kottayam to Kozhikode,KSRTC (Kerala) - 1028,Super Fast Non AC Seater (2+3),20:10,03:30,07h 20m,355,32,3.3
8536,Kottayam to Kozhikode,KSRTC (Kerala) - 2071,Super Deluxe Non AC Seater Air Bus (2+2),20:30,02:30,06h 00m,350,21,3.3
8537,Kottayam to Kozhikode,KSRTC (Kerala) - 1842,Low Floor AC Seater 2+2,20:55,03:10,06h 15m,475,25,3.3
8538,Kottayam to Kozhikode,KSRTC (Kerala) - 852,Super Fast Non AC Seater (2+3),21:00,03:30,06h 30m,332,46,3.3
8539,Kottayam to Kozhikode,KSRTC (Kerala) - 377,AC MULTI AXLE,21:14,02:49,05h 35m,606,30,3.3
8540,Kottayam to Kozhikode,KSRTC (Kerala) - 847,Super Fast Non AC Seater (2+3),21:15,03:45,06h 30m,332,51,3.3
8541,Kottayam to Kozhikode,KSRTC (Kerala) - 862,Super Fast Non AC Seater (2+3),21:20,04:40,07h 20m,332,43,3.3
8542,Kottayam to Kozhikode,KSRTC (Kerala) - 523,Super Deluxe Non AC Seater Air Bus (2+2),21:30,02:20,04h 50m,381,19,2
8543,Kottayam to Kozhikode,KSRTC (Kerala) - 91,Swift Deluxe Non AC Air Bus (2+2),21:35,03:25,05h 50m,381,7,3.3
8544,Kottayam to Kozhikode,KSRTC (Kerala) - 672,Super Fast Non AC Seater (2+3),21:50,04:15,06h 25m,332,42,3.1
8545,Kottayam to Kozhikode,KSRTC (Kerala) - 49,Swift Deluxe Non AC Air Bus (2+2),22:20,04:20,06h 00m,381,10,4.5
8546,Kottayam to Kozhikode,KSRTC (Kerala) - 2364,Low Floor AC Seater 2+2,22:40,05:10,06h 30m,475,25,3.3
8547,Kottayam to Kozhikode,KSRTC (Kerala) - 507,Super Deluxe Non AC Seater Air Bus (2+2),22:50,03:35,04h 45m,381,4,3.3
8548,Kottayam to Kozhikode,KSRTC (Kerala) - 2690,Super Fast Non AC Seater (2+3),23:06,05:30,06h 24m,332,45,3.3
8549,Kottayam to Kozhikode,A1 Travels,A/C Seater / Sleeper (2+1),23:59,07:00,07h 01m,650,34,1.9
8550,Kottayam to Kozhikode,Sonia Travels,A/C Seater/Sleeper (2+1),18:10,02:14,08h 04m,750,33,3.8
8551,Kottayam to Kozhikode,Ubc travels,A/C Seater/Sleeper (2+1),18:00,03:00,09h 00m,900,31,3.8
8552,Kottayam to Kozhikode,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),18:15,01:25,07h 10m,900,11,3.2
8553,Kottayam to Kozhikode,EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),23:00,04:30,05h 30m,762,33,2.1
8554,Thrissur to Kozhikode,KSRTC (Kerala) - 2711,Super Fast Non AC Seater (2+3),18:10,21:30,03h 20m,181,44,2.8
8555,Thrissur to Kozhikode,KSRTC (Kerala) - 765,Super Fast Non AC Seater (2+3),19:00,22:20,03h 20m,181,49,2.8
8556,Thrissur to Kozhikode,KSRTC (Kerala) - 74,Swift Deluxe Non AC Air Bus (2+2),19:05,21:55,02h 50m,216,6,2.8
8557,Thrissur to Kozhikode,KSRTC (Kerala) - 723,Super Fast Non AC Seater (2+3),19:15,22:45,03h 30m,181,43,2.8
8558,Thrissur to Kozhikode,KSRTC (Kerala) - 549,Super Deluxe Non AC Seater Air Bus (2+2),19:30,22:15,02h 45m,216,8,2.8
8559,Thrissur to Kozhikode,KSRTC (Kerala) - 831,Super Fast Non AC Seater (2+3),19:35,22:25,02h 50m,166,47,2.8
8560,Thrissur to Kozhikode,KSRTC (Kerala) - 1902,Super Fast Non AC Seater (2+3),19:40,23:00,03h 20m,181,40,2.8
8561,Thrissur to Kozhikode,KSRTC (Kerala) - 2572,Super Fast Non AC Seater (2+3),19:40,23:50,04h 10m,174,40,2.8
8562,Thrissur to Kozhikode,KSRTC (Kerala) - 96,Swift Deluxe Non AC Air Bus (2+2),19:50,23:05,03h 15m,216,1,2.8
8563,Thrissur to Kozhikode,KSRTC (Kerala) - 994,Super Fast Non AC Seater (2+3),20:00,00:05,04h 05m,174,40,2.8
8564,Thrissur to Kozhikode,KSRTC (Kerala) - 2517,Swift Deluxe Non AC Air Bus (2+2),20:26,23:16,02h 50m,216,17,2.8
8565,Thrissur to Kozhikode,KSRTC (Kerala) - 2569,Super Fast Non AC Seater (2+3),20:35,00:35,04h 00m,174,41,2.8
8566,Thrissur to Kozhikode,KSRTC (Kerala) - 125,Super Deluxe Non AC Seater Air Bus (2+2),20:40,23:35,02h 55m,216,32,2.8
8567,Thrissur to Kozhikode,KSRTC (Kerala) - 1962,Super Fast Non AC Seater (2+3),20:45,23:59,03h 14m,181,39,2.8
8568,Thrissur to Kozhikode,KSRTC (Kerala) - 561,Super Deluxe Non AC Seater Air Bus (2+2),21:35,00:50,03h 15m,201,22,2.8
8569,Thrissur to Kozhikode,KSRTC (Kerala) - 475,Super Deluxe Non AC Seater Air Bus (2+2),21:40,00:35,02h 55m,216,27,2.8
8570,Thrissur to Kozhikode,KSRTC (Kerala) - 542,Super Deluxe Non AC Seater Air Bus (2+2),21:50,01:00,03h 10m,201,5,2.8
8571,Thrissur to Kozhikode,KSRTC (Kerala) - 594,Super Deluxe Non AC Seater Air Bus (2+2),21:55,01:25,03h 30m,201,7,2.8
8572,Thrissur to Kozhikode,KSRTC (Kerala) - 486,Super Deluxe Non AC Seater Air Bus (2+2),22:00,00:30,02h 30m,216,20,2.8
8573,Thrissur to Kozhikode,KSRTC (Kerala) - 819,Super Fast Non AC Seater (2+3),22:05,01:45,03h 40m,181,44,2.8
8574,Thrissur to Kozhikode,KSRTC (Kerala) - 1955,Super Fast Non AC Seater (2+3),22:20,01:35,03h 15m,181,25,2.8
8575,Thrissur to Kozhikode,KSRTC (Kerala) - 1377,AC MULTI AXLE,22:30,01:10,02h 40m,340,26,2.8
8576,Thrissur to Kozhikode,KSRTC (Kerala) - 2131,Super Deluxe Non AC Seater Air Bus (2+2),22:35,01:50,03h 15m,201,13,2.8
8577,Thrissur to Kozhikode,KSRTC (Kerala) - 515,Super Deluxe Non AC Seater Air Bus (2+2),22:55,01:25,02h 30m,216,26,2.8
8578,Thrissur to Kozhikode,KSRTC (Kerala) - 811,Super Fast Non AC Seater (2+3),23:00,02:20,03h 20m,181,49,2.8
8579,Thrissur to Kozhikode,KSRTC (Kerala) - 570,Super Deluxe Non AC Seater Air Bus (2+2),23:05,01:45,02h 40m,216,27,2.8
8580,Thrissur to Kozhikode,KSRTC (Kerala) - 559,Super Deluxe Non AC Seater Air Bus (2+2),23:10,02:10,03h 00m,216,23,2.8
8581,Thrissur to Kozhikode,KSRTC (Kerala) - 312,Super Fast Non AC Seater (2+3),23:15,02:45,03h 30m,181,47,2.8
8582,Thrissur to Kozhikode,KSRTC (Kerala) - 1882,Low Floor AC Seater 2+2,23:25,02:30,03h 05m,253,22,2.8
8583,Thrissur to Kozhikode,KSRTC (Kerala) - 1106,SWIFT-HYBRID NON AC SEATER CUM SLEEPER,23:25,02:50,03h 25m,216,18,2.8
8584,Thrissur to Kozhikode,KSRTC (Kerala) - 585,Super Deluxe Non AC Seater Air Bus (2+2),23:30,02:55,03h 25m,201,26,2.8
8585,Thrissur to Kozhikode,KSRTC (Kerala) - 352,Super Fast Non AC Seater (2+3),23:45,03:10,03h 25m,181,42,2.8
8586,Thrissur to Kozhikode,KSRTC (Kerala) - 915,SUPER DELUXE AIR BUS,23:45,03:10,03h 25m,174,18,2.8
8587,Thrissur to Kozhikode,UFO Bus,A/C Semi Sleeper (2+2),23:55,06:40,06h 45m,499,2,4
8588,Thrissur to Kozhikode,Madhavi Travels,A/C Semi Sleeper (2+2),23:59,03:35,03h 36m,499,14,4
8589,Thrissur to Kozhikode,Sheraton Tours and Travels,A/C Seater/Sleeper (2+1),22:27,01:45,03h 18m,580,18,4
8590,Thrissur to Kozhikode,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:30,01:25,02h 55m,1100,10,3.2
8591,Thrissur to Kozhikode,Adrin Travels,A/C Seater/Sleeper (2+1),23:05,02:00,02h 55m,800,26,4
8592,Thrissur to Kozhikode,Madhavi Travels,A/C Semi Sleeper (2+2),23:20,02:15,02h 55m,549,19,4
8593,Thrissur to Kozhikode,Surya Connect,Volvo A/C Semi Sleeper (2+2),23:20,02:10,02h 50m,630,26,4.3
8594,Thrissur to Kozhikode,Ubc travels,A/C Seater/Sleeper (2+1),23:20,03:00,03h 40m,900,48,3.8
8595,Thrissur to Kozhikode,Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:30,02:20,02h 50m,667,19,4
8596,Thrissur to Kozhikode,Kalpaka Travels 1,A/C Sleeper (2+1),23:40,02:30,02h 50m,800,1,4
8597,Thrissur to Kozhikode,UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:40,02:45,03h 05m,630,30,4
8598,Thrissur to Kozhikode,Cochin Express,A/C Sleeper (2+1),23:40,02:30,02h 50m,900,7,4
8599,Thrissur to Kozhikode,Madhavi Travels,A/C Sleeper (2+1),23:45,02:35,02h 50m,899,32,4
8600,Thrissur to Kozhikode,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),23:47,03:55,04h 08m,849,14,4
8601,Thrissur to Kozhikode,Madhavi Travels,A/C Sleeper (2+1),23:55,02:45,02h 50m,929,8,4
8602,Thrissur to Kozhikode,UFO Bus,A/C Seater Push Back (2+2),23:55,02:40,02h 45m,620,40,4
8603,Thrissur to Kozhikode,Kalpaka Travels 1,A/C Semi Sleeper (2+2),23:55,03:00,03h 05m,600,16,4
8604,Thrissur to Kozhikode,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:55,03:50,03h 55m,950,18,3.2
8605,Thrissur to Kozhikode,Madhavi Travels,A/C Semi Sleeper (2+2),23:59,03:35,03h 36m,649,33,4
8606,Thrissur to Kozhikode,Arya Travels,A/C Sleeper (2+1),23:59,03:15,03h 16m,899,23,3.1
8607,Thrissur to Kozhikode,Arya Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:59,03:16,03h 17m,645,31,3.1
8608,Thrissur to Kozhikode,Arya Travels,Volvo A/C Semi Sleeper (2+2),23:59,03:30,03h 31m,545,19,3.1
8609,Thrissur to Kozhikode,EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),02:30,04:30,02h 00m,762,34,3.1
8610,Thrissur to Kozhikode,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,02:45,06:00,03h 15m,650,27,2.8
8611,Thrissur to Kozhikode,Galaxy Tours,A/C Semi Sleeper (2+2),02:45,06:00,03h 15m,700,19,2.8
8612,Kozhikode to Kalpetta (kerala),KSRTC (Kerala) - 898,Super Fast Non AC Seater (2+3),16:30,18:30,02h 00m,108,40,4
8613,Kozhikode to Kalpetta (kerala),KSRTC (Kerala) - 1130,Super Deluxe Non AC Seater Air Bus (2+2),20:45,22:45,02h 00m,145,35,4
8614,Kozhikode to Kalpetta (kerala),KSRTC (Kerala) - 833,Super Fast Non AC Seater (2+3),22:15,00:30,02h 15m,111,47,4
8615,Kozhikode to Kalpetta (kerala),KSRTC (Kerala) - 549,Super Deluxe Non AC Seater Air Bus (2+2),22:15,00:50,02h 35m,145,11,4
8616,Kozhikode to Kalpetta (kerala),KSRTC (Kerala) - 719,Super Fast Non AC Seater (2+3),23:00,01:00,02h 00m,111,41,4
8617,Kozhikode to Kalpetta (kerala),KSRTC (Kerala) - 96,Swift Deluxe Non AC Air Bus (2+2),23:05,00:30,01h 25m,145,11,4
8618,Kozhikode to Kalpetta (kerala),KSRTC (Kerala) - 757,Super Fast Non AC Seater (2+3),23:20,01:20,02h 00m,111,44,4
8619,Kozhikode to Kalpetta (kerala),KSRTC (Kerala) - 170,Swift Deluxe Non AC Air Bus (2+2),23:50,01:30,01h 40m,145,6,4
8620,Coimbatore to Ooty,KSRTC (Kerala) - 966,SUPER DELUXE AIR BUS,19:00,21:30,02h 30m,103,29,3.7
8621,Coimbatore to Ooty,KSRTC (Kerala) - 808,Super Fast Non AC Seater (2+3),21:00,00:25,03h 25m,103,10,4.5
8622,Kalpetta (kerala) to Kozhikode,KSRTC (Kerala) - 48,Swift Deluxe Non AC Air Bus (2+2),17:10,19:00,01h 50m,145,24,3.8
8623,Kalpetta (kerala) to Kozhikode,KSRTC (Kerala) - 567,Super Deluxe Non AC Seater Air Bus (2+2),18:01,20:40,02h 39m,129,16,3.4
8624,Kalpetta (kerala) to Kozhikode,KSRTC (Kerala) - 2206,Super Deluxe Non AC Seater Air Bus (2+2),18:40,20:34,01h 54m,134,23,3.4
